#query	Preferred_name	PFAMs	newName										
g15311.t1	NAT1	Acetyltransf_2	solute carrier family 6 member 2										
g15312.t1	NAT1	Acetyltransf_2	solute carrier family 6 member 2										
g15313.t1	SDR42E1	3Beta_HSD	"short chain dehydrogenase/reductase family 42E, member 1"										
g15313.t2	SDR42E1	3Beta_HSD	"short chain dehydrogenase/reductase family 42E, member 1"										
g15314.t1	WTIP	LIM	WT1 interacting protein										
g15315.t1	GPI	PGI	glucose-6-phosphate isomerase										
g15317.t1	KIAA0355	DUF4745	granule associated Rac and RHOG effector 1										
g15318.t1	SS18L2	SSXT	SS18 like 2										
g15319.t1	LSM14A	"FDF,LSM14"	LSM14A mRNA processing body assembly factor										
g15320.t1	-	"TAF4,TAFH"	Transcription initiation factor TFIID component TAF4 family										
g15320.t2	-	"TAF4,TAFH"	Transcription initiation factor TFIID component TAF4 family										
g15320.t3	-	"TAF4,TAFH"	Transcription initiation factor TFIID component TAF4 family										
g15321.t1	KCTD15	BTB_2	potassium channel tetramerization domain containing 15										
g15321.t2	KCTD15	BTB_2	potassium channel tetramerization domain containing 15										
g15322.t1	CHST9	Sulfotransfer_2	carbohydrate sulfotransferase 9										
g15323.t1	PEPD	"AMP_N,Peptidase_M24"	peptidase D										
g15324.t1	THSD4	"ADAM_spacer1,PLAC,TSP_1"	thrombospondin type 1 domain containing 4										
g15324.t2	THSD4	"ADAM_spacer1,PLAC,TSP_1"	thrombospondin type 1 domain containing 4										
g15325.t1	LRRC49	"LRR_4,LRR_8,LRR_9"	leucine rich repeat containing 49										
g15326.t1	LARP6	"La,SUZ-C"	"La ribonucleoprotein 6, translational regulator"										
g15327.t1	TM2D3	TM2	TM2 domain containing 3										
g15328.t1	TARSL2	"HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD"	threonyl-tRNA synthetase 3										
g15328.t2	TARSL2	"HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD"	threonyl-tRNA synthetase 3										
g15329.t1	ULK3	"MIT,Pkinase"	unc-51 like kinase 3										
g15330.t1	-	GDNF	GDNF/GAS1 domain										
g15331.t1	CPLX3	Synaphin	complexin 3										
g15332.t1	CSK	"Pkinase_Tyr,SH2,SH3_1"	C-terminal Src kinase										
g15332.t2	CSK	"Pkinase_Tyr,SH2,SH3_1"	C-terminal Src kinase										
g15333.t1	CYP1A1	p450	cytochrome P450 family 1 subfamily A member 1										
g15334.t1	-	"Collagen,EGF_CA,FXa_inhibition"	Collagen triple helix repeat-containing protein										
g15335.t1	-	C2	C2 domain-containing protein										
g15336.t1	-	"PSI,Sema"	Plexin repeat										
g15337.t1	ARID3B	ARID	AT-rich interaction domain 3B										
g15337.t2	ARID3B	ARID	AT-rich interaction domain 3B										
g15338.t1	FAM219B	FAM219A	family with sequence similarity 219 member B										
g15339.t1	COX5A	COX5A	cytochrome c oxidase subunit 5A										
g15340.t1	-	SNAP-25	SNAP-25 family										
g15340.t2	SNAP25	SNAP-25	synaptosome associated protein 25										
g15341.t1	LRRC28	LRR_8	leucine rich repeat containing 28										
g15342.t1	IGF1R	"Furin-like,Pkinase_Tyr,Recep_L_domain,fn3"	insulin like growth factor 1 receptor										
g15343.t1	AP3S2	Clat_adaptor_s	adaptor related protein complex 3 subunit sigma 2										
g15344.t1	ANPEP	"ERAP1_C,Peptidase_M1"	"alanyl aminopeptidase, membrane"										
g15345.t1	ANPEP	"ERAP1_C,Peptidase_M1"	"alanyl aminopeptidase, membrane"										
g15346.t1	MESP2	HLH	mesoderm posterior bHLH transcription factor 2										
g15347.t1	MESP1	HLH	mesoderm posterior bHLH transcription factor 1										
g15348.t1	-	EMP24_GP25L	emp24/gp25L/p24 family/GOLD										
g15349.t1	-	adh_short	short chain dehydrogenase										
g15350.t1	RASGRF1	"PH,RasGEF,RasGEF_N,RhoGEF"	Ras protein specific guanine nucleotide releasing factor 1										
g15351.t1	WDR76	WD40	WD repeat domain 76										
g15351.t2	WDR76	WD40	WD repeat domain 76										
g15352.t1	FRMD5	"FA,FERM_C,FERM_M,FERM_N"	FERM domain containing 5										
g15353.t1	-	"DNA_photolyase,FAD_binding_7"	DNA photolyase										
g15354.t1	ALPK3	"Alpha_kinase,I-set"	alpha kinase 3										
g15355.t1	SEC11A	Peptidase_S24	"SEC11 homolog A, signal peptidase complex subunit"										
g15357.t1	TSPAN3	Tetraspannin	tetraspanin 3										
g15358.t1	PSTPIP1	"FCH,SH3_1,SH3_9"	proline-serine-threonine phosphatase interacting protein 1										
g15359.t1	ISL2	"Homeobox,LIM"	ISL LIM homeobox 2										
g15359.t2	ISL2	"Homeobox,LIM"	ISL LIM homeobox 2										
g15359.t3	ISL2	"Homeobox,LIM"	ISL LIM homeobox 2										
g15361.t1	-	-	hypothetical protein										
g15362.t1	FBXO22	"F-box,F-box-like,FIST,FIST_C"	F-box protein 22										
g15363.t1	-	Tropomyosin	Tropomyosin										
g15364.t1	TLN2	"FERM_M,FERM_N,FERM_f0,IRS,I_LWEQ,Talin_middle,VBS"	talin 2										
g15365.t1	DDX28	"DEAD,Helicase_C"	DEAD-box helicase 28										
g15366.t1	NFATC3	"RHD_DNA_bind,RHD_dimer"	nuclear factor of activated T cells 3										
g15367.t1	ESRP2	RRM_1	epithelial splicing regulatory protein 2										
g15367.t2	ESRP2	RRM_1	epithelial splicing regulatory protein 2										
g15368.t1	-	7tm_1	"7 transmembrane receptor protein, rhodopsin family"										
g15369.t1	-	7tm_1	"7 transmembrane receptor protein, rhodopsin family"										
g15370.t1	AMFR	"CUE,zf-RING_2"	autocrine motility factor receptor										
g15371.t1	GNPNAT1	Acetyltransf_1	glucosamine-phosphate N-acetyltransferase 1										
g15371.t2	GNPNAT1	Acetyltransf_1	glucosamine-phosphate N-acetyltransferase 1										
g15372.t1	STYX	DSPc	serine/threonine/tyrosine interacting protein										
g15373.t1	MDGA1	"I-set,Ig_2,Ig_3,MAM"	MAM domain containing glycosylphosphatidylinositol anchor 1										
g15373.t2	MDGA1	"I-set,Ig_2,Ig_3,MAM"	MAM domain containing glycosylphosphatidylinositol anchor 1										
g15374.t1	ZFAND3	"zf-A20,zf-AN1"	zinc finger AN1-type containing 3										
g15375.t1	SLC7A9	AA_permease_2	solute carrier family 7 member 9										
g15376.t1	NUDT19	-	nudix hydrolase 19										
g15377.t1	RGS9BP	-	regulator of G protein signaling 9 binding protein										
g15378.t1	ZDHHC7	DHHC	zinc finger DHHC-type palmitoyltransferase 7										
g15379.t1	TERF2	"Myb_DNA-binding,TERF2_RBM,TRF"	telomeric repeat binding factor 2										
g15380.t1	NIP7	UPF0113	nucleolar pre-rRNA processing protein NIP7										
g15381.t1	CDC42SE2	PBD	CDC42 small effector 2										
g15382.t1	IRF1	IRF	interferon regulatory factor 1										
g15383.t1	-	-	hypothetical protein										
g15384.t1	DDIAS	Rep_fac-A_C	DNA damage induced apoptosis suppressor										
g15386.t1	LPIN1	"LNS2,Lipin_N,Lipin_mid"	lipin 1										
g15386.t2	LPIN1	"LNS2,Lipin_N,Lipin_mid"	lipin 1										
g15386.t3	LPIN1	"LNS2,Lipin_N,Lipin_mid"	lipin 1										
g15386.t4	LPIN1	"LNS2,Lipin_N,Lipin_mid"	lipin 1										
g15387.t1	GREB1	GREB1	growth regulating estrogen receptor binding 1										
g15388.t1	ESRRG	"Hormone_recep,zf-C4"	estrogen related receptor gamma										
g15388.t2	ESRRG	"Hormone_recep,zf-C4"	estrogen related receptor gamma										
g15388.t3	ESRRG	"Hormone_recep,zf-C4"	estrogen related receptor gamma										
g15389.t1	-	"Phage_integrase,RVT_1"	phage integrase family protein										
g15390.t1	KCTD3	BTB_2	potassium channel tetramerization domain containing 3										
g15391.t1	NRBP1	"Pkinase,Pkinase_Tyr"	nuclear receptor binding protein 1										
g15392.t1	KRTCAP3	BCLP	keratinocyte associated protein 3										
g15393.t1	-	"Frizzled,Fz"	Frizzled/Smoothened family membrane region										
g15393.t2	-	"Frizzled,Fz"	Frizzled/Smoothened family membrane region										
g15394.t1	KIF28P	"FHA,KIF1B,Kinesin"	"kinesin family member 28, pseudogene"										
g15395.t1	AHCTF1	"ELYS,ELYS-bb"	AT-hook containing transcription factor 1										
g15395.t2	AHCTF1	"ELYS,ELYS-bb"	AT-hook containing transcription factor 1										
g15395.t3	AHCTF1	"ELYS,ELYS-bb"	AT-hook containing transcription factor 1										
g15396.t1	MUM1L1	PWWP	PWWP domain containing 3B										
g15397.t1	KIF26B	Kinesin	kinesin family member 26B										
g15397.t2	KIF26B	Kinesin	kinesin family member 26B										
g15398.t1	SMYD3	"SET,zf-MYND"	SET and MYND domain containing 3										
g15399.t1	CNST	Consortin_C	"consortin, connexin sorting protein"										
g15399.t2	CNST	Consortin_C	"consortin, connexin sorting protein"										
g15400.t1	TFB2M	RrnaAD	"transcription factor B2, mitochondrial"										
g15401.t1	SCCPDH	Sacchrp_dh_NADP	saccharopine dehydrogenase (putative)										
g15401.t2	SCCPDH	Sacchrp_dh_NADP	saccharopine dehydrogenase (putative)										
g15402.t1	GCFC2	"GCFC,NTR2"	GC-rich sequence DNA-binding factor 2										
g15402.t2	GCFC2	"GCFC,NTR2"	GC-rich sequence DNA-binding factor 2										
g15402.t3	GCFC2	"GCFC,NTR2"	GC-rich sequence DNA-binding factor 2										
g15403.t1	ITSN2	"C2,EF-hand_4,PH_13,RhoGEF,SH3_1,SH3_2,SH3_9"	intersectin 2										
g15404.t1	XKR5	XK-related	XK related 5										
g15405.t1	-	trypsin	trypsin										
g15409.t1	-	-	hypothetical protein										
g15410.t1	-	trypsin	trypsin										
g15411.t1	-	trypsin	trypsin										
g15412.t1	-	trypsin	trypsin										
g15413.t1	-	trypsin	trypsin										
g15414.t1	-	trypsin	trypsin										
g15415.t1	PINLYP	"PLA2_inh,UPAR_LY6"	phospholipase A2 inhibitor and LY6/PLAUR domain containing										
g15416.t1	CTSB	"Peptidase_C1,Propeptide_C1"	cathepsin B										
g15417.t1	-	ADP_PFK_GK	ADP-specific Phosphofructokinase/Glucokinase conserved region										
g15418.t1	EFCAB2	"EF-hand_7,EFhand_Ca_insen"	EF-hand calcium binding domain 2										
g15419.t1	CGREF1	EF-hand_7	cell growth regulator with EF-hand domain 1										
g15420.t1	KCNK2	Ion_trans_2	potassium two pore domain channel subfamily K member 2										
g15421.t1	CENPF	"CENP-F_C_Rb_bdg,CENP-F_N,CENP-F_leu_zip"	centromere protein F										
g15421.t2	CENPF	"CENP-F_C_Rb_bdg,CENP-F_N,CENP-F_leu_zip"	centromere protein F										
g15422.t1	SMYD2	"SET,zf-MYND"	SET and MYND domain containing 2										
g15422.t2	SMYD2	"SET,zf-MYND"	SET and MYND domain containing 2										
g15423.t1	GALNT2	"Glycos_transf_2,Ricin_B_lectin"	polypeptide N-acetylgalactosaminyltransferase 2										
g15424.t1	URB2	Urb2	URB2 ribosome biogenesis homolog										
g15425.t1	ABCB10	"ABC_membrane,ABC_tran"	ATP binding cassette subfamily B member 10										
g15426.t1	ACTA1	Actin	"actin alpha 1, skeletal muscle"										
g15427.t1	CCSAP	CCSAP	"centriole, cilia and spindle associated protein"										
g15429.t1	RAB4A	Ras	"RAB4A, member RAS oncogene family"										
g15430.t1	PHF10	PHD	PHD finger protein 10										
g15431.t1	PSMB1	Proteasome	proteasome 20S subunit beta 1										
g15432.t1	PSMC3	AAA	"proteasome 26S subunit, ATPase 3"										
g15433.t1	TBP	TBP	TATA-box binding protein										
g15434.t1	PDCD2	"PDCD2_C,zf-MYND"	programmed cell death 2										
g15435.t1	RHOU	Ras	ras homolog family member U										
g15436.t1	PPM1G	PP2C	"protein phosphatase, Mg2+/Mn2+ dependent 1G"										
g15436.t2	PPM1G	PP2C	"protein phosphatase, Mg2+/Mn2+ dependent 1G"										
g15437.t1	MIS12	Mis12	MIS12 kinetochore complex component										
g15438.t1	DLL1	"DSL,EGF,MNNL,hEGF"	delta like canonical Notch ligand 1										
g15439.t1	FAM120B	XPG_I_2	family with sequence similarity 120 member B										
g15440.t1	RUFY2	"FYVE,RUN"	RUN and FYVE domain containing 2										
g15440.t2	RUFY2	"FYVE,RUN"	RUN and FYVE domain containing 2										
g15441.t1	-	"BESS,MADF_DNA_bdg"	BESS motif										
g15442.t1	HNRNPH3	RRM_1	heterogeneous nuclear ribonucleoprotein H3										
g15443.t1	PBLD	PhzC-PhzF	phenazine biosynthesis like protein domain containing										
g15444.t1	DNA2	"AAA_11,AAA_12,Dna2"	DNA replication helicase/nuclease 2										
g15445.t1	Alox15b	"Lipoxygenase,PLAT"	arachidonate 15-lipoxygenase type B										
g15446.t1	Alox15b	"Lipoxygenase,PLAT"	arachidonate 15-lipoxygenase type B										
g15448.t1	TSPAN15	Tetraspannin	tetraspanin 15										
g15449.t1	TACR2	7tm_1	tachykinin receptor 2										
g15450.t1	HK1	"Hexokinase_1,Hexokinase_2"	kallikrein 1										
g15451.t1	HKDC1	"Hexokinase_1,Hexokinase_2"	hexokinase domain containing 1										
g15452.t1	SUPV3L1	"Helicase_C,SUV3_C"	Suv3 like RNA helicase										
g15453.t1	VPS26A	Vps26	VPS26 retromer complex component A										
g15455.t1	KIAA1279	KBP_C	kinesin family binding protein										
g15456.t1	MPC1	MPC	mitochondrial pyruvate carrier 1										
g15457.t1	RRP15	Rrp15p	ribosomal RNA processing 15 homolog										
g15458.t1	GBGT1	Glyco_transf_6	"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"										
g15459.t1	DDX21	"DEAD,GUCT,Helicase_C"	DExD-box helicase 21										
g15460.t1	-	"Chitin_synth_2,SAM_1"	Chitin synthase										
g15461.t1	CSMD1	"CUB,Sushi"	CUB and Sushi multiple domains 1										
g15462.t1	MYOM2	"I-set,fn3"	myomesin 2										
g15463.t1	RNASET2	Ribonuclease_T2	ribonuclease T2										
g15463.t2	RNASET2	Ribonuclease_T2	ribonuclease T2										
g15463.t3	RNASET2	Ribonuclease_T2	ribonuclease T2										
g15463.t4	RNASET2	Ribonuclease_T2	ribonuclease T2										
g15464.t1	RPS6KA2	"Pkinase,Pkinase_C"	ribosomal protein S6 kinase A2										
g15465.t1	IMMP1L	"Peptidase_S24,Peptidase_S26"	inner mitochondrial membrane peptidase subunit 1										
g15466.t1	ELP4	PAXNEB	elongator acetyltransferase complex subunit 4										
g15466.t2	ELP4	PAXNEB	elongator acetyltransferase complex subunit 4										
g15466.t3	ELP4	PAXNEB	elongator acetyltransferase complex subunit 4										
g15467.t1	PAX6	"Homeobox,PAX"	paired box 6										
g15467.t2	PAX6	"Homeobox,PAX"	paired box 6										
g15467.t3	PAX6	"Homeobox,PAX"	paired box 6										
g15468.t1	RCN1	"EF-hand_5,EF-hand_7,EF-hand_8"	regulator of calcineurin 1										
g15469.t1	WT1	"WT1,zf-C2H2"	WT1 transcription factor										
g15469.t2	WT1	"WT1,zf-C2H2"	WT1 transcription factor										
g15469.t3	WT1	"WT1,zf-C2H2"	WT1 transcription factor										
g15470.t1	EIF3M	PCI	eukaryotic translation initiation factor 3 subunit M										
g15471.t1	prrg4	Gla	proline rich and Gla domain 4										
g15472.t1	QSER1	DUF4211	glutamine and serine rich 1										
g15473.t1	DEPDC7	DEP	DEP domain containing 7										
g15474.t1	CSTF3	Suf	cleavage stimulation factor subunit 3										
g15475.t1	HIPK3	Pkinase	homeodomain interacting protein kinase 3										
g15476.t1	KIAA1549L	DUF3827	KIAA1549 like										
g15477.t1	SPON1	"Kunitz_BPTI,Reeler,Spond_N,TSP_1"	spondin 1										
g15478.t1	SYT9	C2	synaptotagmin 9										
g15479.t1	PPFIBP2	"SAM_1,SAM_2"	PPFIA binding protein 2										
g15479.t2	PPFIBP2	"SAM_1,SAM_2"	PPFIA binding protein 2										
g15480.t1	MAF	"Maf_N,bZIP_Maf"	MAF bZIP transcription factor										
g15480.t2	MAF	"Maf_N,bZIP_Maf"	MAF bZIP transcription factor										
g15483.t1	CDYL2	"Chromo,ECH_1"	chromodomain Y like 2										
g15484.t1	CMC2	Cmc1	C-X9-C motif containing 2										
g15485.t1	CENPN	CENP-N	centromere protein N										
g15486.t1	ATMIN	-	ATM interactor										
g15487.t1	C16orf46	DUF4529	LG3 C16orf46 homolog										
g15488.t1	PPP1R3E	CBM_21	protein phosphatase 1 regulatory subunit 3E										
g15489.t1	-	DUF3736	Protein of unknown function (DUF3736)										
g15490.t1	gse1	DUF3736	Gse1 coiled-coil protein										
g15490.t2	gse1	DUF3736	Gse1 coiled-coil protein										
g15491.t1	GINS2	Sld5	GINS complex subunit 2										
g15492.t1	EMC8	UPF0172	ER membrane protein complex subunit 8										
g15493.t1	COX4I1	COX4	cytochrome c oxidase subunit 4I1										
g15494.t1	DUSP15	DSPc	dual specificity phosphatase 15										
g15495.t1	IRF8	"IRF,IRF-3"	interferon regulatory factor 8										
g15496.t1	FOXF1	Forkhead	forkhead box F1										
g15497.t1	MTHFSD	"5-FTHF_cyc-lig,RRM_1"	methenyltetrahydrofolate synthetase domain containing										
g15498.t1	DBNDD1	Dysbindin	dysbindin domain containing 1										
g15499.t1	AFG3L2	"AAA,FtsH_ext,Peptidase_M41"	AFG3 like matrix AAA peptidase subunit 2										
g15500.t1	DEF8	"C1_1,zf-RING_9"	differentially expressed in FDCP 8 homolog										
g15501.t1	MC1R	7tm_1	melanocortin 1 receptor										
g15502.t1	TCF25	Tcf25	transcription factor 25										
g15503.t1	CYBA	Cytochrom_B558a	cytochrome b-245 alpha chain										
g15504.t1	MVD	GHMP_kinases_N	mevalonate diphosphate decarboxylase										
g15505.t1	PDCD5	dsDNA_bind	programmed cell death 5										
g15506.t1	urah	Transthyretin	"urate (hydroxyiso-) hydrolase, pseudogene"										
g15508.t1	urah	Transthyretin	"urate (hydroxyiso-) hydrolase, pseudogene"										
g15509.t1	-	-	hypothetical protein										
g15510.t1	CLEC18A	"CAP,Lectin_C"	C-type lectin domain family 18 member A										
g15511.t1	-	"EGF,EGF_CA,Sushi"	EGF-like domain										
g15512.t1	KIF7	Kinesin	kinesin family member 7										
g15514.t1	RHCG	Ammonium_transp	Rh family C glycoprotein										
g15515.t1	FES	"FCH,Pkinase_Tyr,SH2"	"FES proto-oncogene, tyrosine kinase"										
g15516.t1	FURIN	"P_proprotein,Peptidase_S8,S8_pro-domain"	"furin, paired basic amino acid cleaving enzyme"										
g15517.t1	STRC	-	stereocilin										
g15518.t1	GAS8	GAS	growth arrest specific 8										
g15519.t1	E2F4	"E2F_CC-MB,E2F_TDP"	E2F transcription factor 4										
g15519.t2	E2F4	"E2F_CC-MB,E2F_TDP"	E2F transcription factor 4										
g15520.t1	-	"Peptidase_S10,ubiquitin"	Serine carboxypeptidase										
g15521.t1	SLC38A7	Aa_trans	solute carrier family 38 member 7										
g15522.t1	GOT2	Aminotran_1_2	glutamic-oxaloacetic transaminase 2										
g15523.t1	CALB2	"EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7"	calbindin 2										
g15524.t1	CMTR2	FtsJ	cap methyltransferase 2										
g15526.t1	SLC38A8	Aa_trans	solute carrier family 38 member 8										
g15527.t1	NRN1L	NRN1	neuritin 1 like										
g15528.t1	THAP11	THAP	THAP domain containing 11										
g15529.t1	GFOD2	GFO_IDH_MocA	Gfo/Idh/MocA-like oxidoreductase domain containing 2										
g15530.t1	-	zf-BED	BED zinc finger										
g15530.t2	-	zf-BED	BED zinc finger										
g15531.t1	COG4	COG4	component of oligomeric golgi complex 4										
g15532.t1	GNAO1	G-alpha	G protein subunit alpha o1										
g15533.t1	TRADD	"Death,TRADD_N"	TNFRSF1A associated via death domain										
g15534.t1	OGFOD1	"2OG-FeII_Oxy_4,Ofd1_CTDD"	2-oxoglutarate and iron dependent oxygenase domain containing 1										
g15535.t1	NUDT21	NUDIX_2	nudix hydrolase 21										
g15536.t1	-	"CARMIL_C,LRR_6"	CARMIL C-terminus										
g15537.t1	CTCF	"zf-C2H2,zf-H2C2_5"	CCCTC-binding factor										
g15538.t1	-	PL48	"Filopodia upregulated, FAM65"										
g15539.t1	VRK3	"Pkinase,Pkinase_Tyr,zinc_ribbon_2"	VRK serine/threonine kinase 3										
g15539.t2	VRK3	"Pkinase,Pkinase_Tyr,zinc_ribbon_2"	VRK serine/threonine kinase 3										
g15539.t3	VRK3	"Pkinase,Pkinase_Tyr,zinc_ribbon_2"	VRK serine/threonine kinase 3										
g15539.t4	VRK3	"Pkinase,Pkinase_Tyr,zinc_ribbon_2"	VRK serine/threonine kinase 3										
g15540.t1	RAB27A	Ras	"RAB27A, member RAS oncogene family"										
g15542.t1	PIGB	Glyco_transf_22	phosphatidylinositol glycan anchor biosynthesis class B										
g15543.t1	CCPG1	-	cell cycle progression 1										
g15543.t2	CCPG1	-	cell cycle progression 1										
g15544.t1	PRTG	"I-set,Ig_3,fn3"	protogenin										
g15545.t1	NEDD4	"C2,HECT,WW"	NEDD4 E3 ubiquitin protein ligase										
g15545.t2	NEDD4	"C2,HECT,WW"	NEDD4 E3 ubiquitin protein ligase										
g15546.t1	TEX9	-	testis expressed 9										
g15547.t1	TEX9	-	testis expressed 9										
g15548.t1	ZNF280D	DUF4195	zinc finger protein 280D										
g15549.t1	TCF12	HLH	transcription factor 12										
g15549.t2	TCF12	HLH	transcription factor 12										
g15549.t3	TCF12	HLH	transcription factor 12										
g15549.t4	TCF12	HLH	transcription factor 12										
g15550.t1	CGNL1	Myosin_tail_1	cingulin like 1										
g15550.t2	CGNL1	Myosin_tail_1	cingulin like 1										
g15551.t1	MYZAP	GCOM2	myocardial zonula adherens protein										
g15551.t2	MYZAP	GCOM2	myocardial zonula adherens protein										
g15552.t1	POLR2M	GCOM2	RNA polymerase II subunit M										
g15553.t1	ALDH1A2	Aldedh	aldehyde dehydrogenase 1 family member A2										
g15554.t1	AQP9	MIP	aquaporin 9										
g15555.t1	LIPC	"Lipase,PLAT"	"lipase C, hepatic type"										
g15557.t1	ADAM10	"Disintegrin,Pep_M12B_propep,Reprolysin_2,Reprolysin_5"	ADAM metallopeptidase domain 10										
g15558.t1	FAM63B	MINDY_DUB	MINDY lysine 48 deubiquitinase 2										
g15559.t1	SLTM	"RRM_1,SAP"	SAFB like transcription modulator										
g15560.t1	RNF111	"RNF111_N,zf-RING_2"	ring finger protein 111										
g15560.t2	RNF111	"RNF111_N,zf-RING_2"	ring finger protein 111										
g15561.t1	myo1e	"Myosin_TH1,Myosin_head,SH3_1,SH3_9"	myosin IE										
g15561.t2	myo1e	"Myosin_TH1,Myosin_head,SH3_1,SH3_9"	myosin IE										
g15562.t1	MTMR10	"3-PAP,Myotub-related"	myotubularin related protein 10										
g15563.t1	ATXN1L	AXH	ataxin 1 like										
g15564.t1	ZNF821	"zf-C2H2,zf-C2H2_4"	zinc finger protein 821										
g15564.t2	ZNF821	"zf-C2H2,zf-C2H2_4"	zinc finger protein 821										
g15565.t1	AP1G1	"Adaptin_N,Alpha_adaptinC2"	adaptor related protein complex 1 subunit gamma 1										
g15566.t1	PHLPP2	"LRR_6,LRR_8,PP2C"	PH domain and leucine rich repeat protein phosphatase 2										
g15567.t1	MARVELD3	MARVEL	MARVEL domain containing 3										
g15568.t1	USP10	"PAM2,UCH"	ubiquitin specific peptidase 10										
g15568.t2	USP10	"PAM2,UCH"	ubiquitin specific peptidase 10										
g15569.t1	CRISPLD2	"CAP,LCCL"	cysteine rich secretory protein LCCL domain containing 2										
g15570.t1	-	"Hormone_recep,zf-C4"	Ligand-binding domain of nuclear hormone receptor										
g15570.t2	-	"Hormone_recep,zf-C4"	Ligand-binding domain of nuclear hormone receptor										
g15570.t3	-	"Hormone_recep,zf-C4"	Ligand-binding domain of nuclear hormone receptor										
g15571.t1	ZFHX3	"Homeobox,zf-C2H2,zf-met"	zinc finger homeobox 3										
g15573.t1	DHX38	"DEAD,HA2,Helicase_C,OB_NTP_bind"	DEAH-box helicase 38										
g15574.t1	CYB5B	Cyt-b5	cytochrome b5 type B										
g15574.t2	CYB5B	Cyt-b5	cytochrome b5 type B										
g15575.t1	-	7tm_1	"7 transmembrane receptor protein, rhodopsin family"										
g15576.t1	CPNE7	"C2,Copine"	copine 7										
g15577.t1	RPL13	Ribosomal_L13e	ribosomal protein L13										
g15578.t1	GCSH	GCV_H	glycine cleavage system protein H										
g15579.t1	KARS	"tRNA-synt_2,tRNA_anti-codon"	lysyl-tRNA synthetase 1										
g15579.t2	KARS	"tRNA-synt_2,tRNA_anti-codon"	lysyl-tRNA synthetase 1										
g15580.t1	NFAT5	"RHD_DNA_bind,RHD_dimer"	nuclear factor of activated T cells 5										
g15580.t2	NFAT5	"RHD_DNA_bind,RHD_dimer"	nuclear factor of activated T cells 5										
g15581.t1	PKD1L2	"GPS,Gal_Lectin,Lectin_C,PKD_channel,PLAT,REJ"	polycystin 1 like 2 (gene/pseudogene)										
g15582.t1	-	Zona_pellucida	Zona pellucida-like domain										
g15583.t1	BOLA3	BolA	bolA family member 3										
g15584.t1	VAT1L	"ADH_N,ADH_zinc_N,ADH_zinc_N_2"	vesicle amine transport 1 like										
g15585.t1	CLEC3A	Lectin_C	C-type lectin domain family 3 member A										
g15585.t2	CLEC3A	Lectin_C	C-type lectin domain family 3 member A										
g15586.t1	USP47	"UCH,Ubiquitin_2"	ubiquitin specific peptidase 47										
g15587.t1	DKK3	"Dickkopf_N,Prokineticin"	dickkopf WNT signaling pathway inhibitor 3										
g15587.t2	DKK3	"Dickkopf_N,Prokineticin"	dickkopf WNT signaling pathway inhibitor 3										
g15588.t1	MICAL2	"CH,DUF3585,FAD_binding_3,LIM"	"microtubule associated monooxygenase, calponin and LIM domain containing 2"										
g15588.t2	MICAL2	"CH,DUF3585,FAD_binding_3,LIM"	"microtubule associated monooxygenase, calponin and LIM domain containing 2"										
g15588.t3	MICAL2	"CH,DUF3585,FAD_binding_3,LIM"	"microtubule associated monooxygenase, calponin and LIM domain containing 2"										
g15590.t1	TEAD1	TEA	TEA domain transcription factor 1										
g15590.t2	TEAD1	TEA	TEA domain transcription factor 1										
g15590.t3	TEAD1	TEA	TEA domain transcription factor 1										
g15591.t1	RASSF10	RA	Ras association domain family member 10										
g15592.t1	BTBD10	BTB_3	BTB domain containing 10										
g15592.t2	BTBD10	BTB_3	BTB domain containing 10										
g15593.t1	GALNT18	"Glycos_transf_2,Ricin_B_lectin"	polypeptide N-acetylgalactosaminyltransferase 18										
g15593.t2	GALNT18	"Glycos_transf_2,Ricin_B_lectin"	polypeptide N-acetylgalactosaminyltransferase 18										
g15594.t1	CTR9	"TPR_16,TPR_19,TPR_2,TPR_8"	"CTR9 homolog, Paf1/RNA polymerase II complex component"										
g15595.t1	MRVI1	MRVI1	"inositol 1,4,5-triphosphate receptor associated 1"										
g15595.t2	MRVI1	MRVI1	"inositol 1,4,5-triphosphate receptor associated 1"										
g15595.t3	MRVI1	MRVI1	"inositol 1,4,5-triphosphate receptor associated 1"										
g15596.t1	LYVE1	Xlink	lymphatic vessel endothelial hyaluronan receptor 1										
g15597.t1	AMPD3	A_deaminase	adenosine monophosphate deaminase 3										
g15598.t1	ADM	Calc_CGRP_IAPP	adrenomedullin										
g15599.t1	SBF2	"C1_1,DENN,GRAM,Myotub-related,PH,SBF2,uDENN"	SET binding factor 2										
g15599.t2	SBF2	"C1_1,DENN,GRAM,Myotub-related,PH,SBF2,uDENN"	SET binding factor 2										
g15600.t1	SWAP70	PH	switching B cell complex subunit SWAP70										
g15601.t1	IPO7	"Cse1,IBN_N"	importin 7										
g15602.t1	TMEM41B	SNARE_assoc	transmembrane protein 41B										
g15603.t1	DENND5A	"DENN,PLAT,RUN,dDENN,uDENN"	DENN domain containing 5A										
g15603.t2	DENND5A	"DENN,PLAT,RUN,dDENN,uDENN"	DENN domain containing 5A										
